row_id,image,mask,split,source_id,decision,basis
BCL_f1.png,/hdd1/hieulc/datacrack/images/training/BCL_f1.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f10.png,/hdd1/hieulc/datacrack/images/training/BCL_f10.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f10.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f100.png,/hdd1/hieulc/datacrack/images/training/BCL_f100.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f100.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1000.png,/hdd1/hieulc/datacrack/images/training/BCL_f1000.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1000.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1002.png,/hdd1/hieulc/datacrack/images/training/BCL_f1002.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1002.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1003.png,/hdd1/hieulc/datacrack/images/training/BCL_f1003.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1003.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1004.png,/hdd1/hieulc/datacrack/images/training/BCL_f1004.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1004.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1005.png,/hdd1/hieulc/datacrack/images/training/BCL_f1005.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1005.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1007.png,/hdd1/hieulc/datacrack/images/training/BCL_f1007.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1007.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1008.png,/hdd1/hieulc/datacrack/images/training/BCL_f1008.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1008.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1009.png,/hdd1/hieulc/datacrack/images/training/BCL_f1009.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1009.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f101.png,/hdd1/hieulc/datacrack/images/training/BCL_f101.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f101.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1010.png,/hdd1/hieulc/datacrack/images/training/BCL_f1010.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1010.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1011.png,/hdd1/hieulc/datacrack/images/training/BCL_f1011.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1011.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1012.png,/hdd1/hieulc/datacrack/images/training/BCL_f1012.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1012.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1015.png,/hdd1/hieulc/datacrack/images/training/BCL_f1015.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1015.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1016.png,/hdd1/hieulc/datacrack/images/training/BCL_f1016.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1016.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1017.png,/hdd1/hieulc/datacrack/images/training/BCL_f1017.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1017.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1018.png,/hdd1/hieulc/datacrack/images/training/BCL_f1018.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1018.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1019.png,/hdd1/hieulc/datacrack/images/training/BCL_f1019.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1019.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f102.png,/hdd1/hieulc/datacrack/images/training/BCL_f102.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f102.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1021.png,/hdd1/hieulc/datacrack/images/training/BCL_f1021.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1021.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1023.png,/hdd1/hieulc/datacrack/images/training/BCL_f1023.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1023.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1024.png,/hdd1/hieulc/datacrack/images/training/BCL_f1024.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1024.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1025.png,/hdd1/hieulc/datacrack/images/training/BCL_f1025.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1025.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1026.png,/hdd1/hieulc/datacrack/images/training/BCL_f1026.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1026.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1028.png,/hdd1/hieulc/datacrack/images/training/BCL_f1028.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1028.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1029.png,/hdd1/hieulc/datacrack/images/training/BCL_f1029.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1029.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f103.png,/hdd1/hieulc/datacrack/images/training/BCL_f103.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f103.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1030.png,/hdd1/hieulc/datacrack/images/training/BCL_f1030.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1030.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1031.png,/hdd1/hieulc/datacrack/images/training/BCL_f1031.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1031.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1032.png,/hdd1/hieulc/datacrack/images/training/BCL_f1032.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1032.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1033.png,/hdd1/hieulc/datacrack/images/training/BCL_f1033.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1033.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1034.png,/hdd1/hieulc/datacrack/images/training/BCL_f1034.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1034.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1035.png,/hdd1/hieulc/datacrack/images/training/BCL_f1035.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1035.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1036.png,/hdd1/hieulc/datacrack/images/training/BCL_f1036.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1036.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1037.png,/hdd1/hieulc/datacrack/images/training/BCL_f1037.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1037.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f104.png,/hdd1/hieulc/datacrack/images/training/BCL_f104.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f104.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1040.png,/hdd1/hieulc/datacrack/images/training/BCL_f1040.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1040.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1041.png,/hdd1/hieulc/datacrack/images/training/BCL_f1041.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1041.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1042.png,/hdd1/hieulc/datacrack/images/training/BCL_f1042.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1042.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1044.png,/hdd1/hieulc/datacrack/images/training/BCL_f1044.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1044.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1045.png,/hdd1/hieulc/datacrack/images/training/BCL_f1045.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1045.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1046.png,/hdd1/hieulc/datacrack/images/training/BCL_f1046.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1046.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1047.png,/hdd1/hieulc/datacrack/images/training/BCL_f1047.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1047.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1048.png,/hdd1/hieulc/datacrack/images/training/BCL_f1048.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1048.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1049.png,/hdd1/hieulc/datacrack/images/training/BCL_f1049.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1049.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f105.png,/hdd1/hieulc/datacrack/images/training/BCL_f105.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f105.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1051.png,/hdd1/hieulc/datacrack/images/training/BCL_f1051.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1051.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1054.png,/hdd1/hieulc/datacrack/images/training/BCL_f1054.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1054.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1055.png,/hdd1/hieulc/datacrack/images/training/BCL_f1055.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1055.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1056.png,/hdd1/hieulc/datacrack/images/training/BCL_f1056.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1056.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1057.png,/hdd1/hieulc/datacrack/images/training/BCL_f1057.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1057.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f106.png,/hdd1/hieulc/datacrack/images/training/BCL_f106.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f106.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1060.png,/hdd1/hieulc/datacrack/images/training/BCL_f1060.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1060.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1061.png,/hdd1/hieulc/datacrack/images/training/BCL_f1061.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1061.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1062.png,/hdd1/hieulc/datacrack/images/training/BCL_f1062.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1062.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1063.png,/hdd1/hieulc/datacrack/images/training/BCL_f1063.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1063.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1064.png,/hdd1/hieulc/datacrack/images/training/BCL_f1064.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1064.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1065.png,/hdd1/hieulc/datacrack/images/training/BCL_f1065.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1065.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1066.png,/hdd1/hieulc/datacrack/images/training/BCL_f1066.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1066.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1067.png,/hdd1/hieulc/datacrack/images/training/BCL_f1067.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1067.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1068.png,/hdd1/hieulc/datacrack/images/training/BCL_f1068.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1068.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1069.png,/hdd1/hieulc/datacrack/images/training/BCL_f1069.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1069.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f107.png,/hdd1/hieulc/datacrack/images/training/BCL_f107.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f107.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1070.png,/hdd1/hieulc/datacrack/images/training/BCL_f1070.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1070.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1071.png,/hdd1/hieulc/datacrack/images/training/BCL_f1071.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1071.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1072.png,/hdd1/hieulc/datacrack/images/training/BCL_f1072.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1072.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1073.png,/hdd1/hieulc/datacrack/images/training/BCL_f1073.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1073.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1075.png,/hdd1/hieulc/datacrack/images/training/BCL_f1075.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1075.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1076.png,/hdd1/hieulc/datacrack/images/training/BCL_f1076.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1076.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1077.png,/hdd1/hieulc/datacrack/images/training/BCL_f1077.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1077.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1078.png,/hdd1/hieulc/datacrack/images/training/BCL_f1078.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1078.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1079.png,/hdd1/hieulc/datacrack/images/training/BCL_f1079.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1079.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1080.png,/hdd1/hieulc/datacrack/images/training/BCL_f1080.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1080.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1083.png,/hdd1/hieulc/datacrack/images/training/BCL_f1083.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1083.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1084.png,/hdd1/hieulc/datacrack/images/training/BCL_f1084.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1084.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1085.png,/hdd1/hieulc/datacrack/images/training/BCL_f1085.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1085.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1086.png,/hdd1/hieulc/datacrack/images/training/BCL_f1086.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1086.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1087.png,/hdd1/hieulc/datacrack/images/training/BCL_f1087.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1087.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1088.png,/hdd1/hieulc/datacrack/images/training/BCL_f1088.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1088.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1089.png,/hdd1/hieulc/datacrack/images/training/BCL_f1089.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1089.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f109.png,/hdd1/hieulc/datacrack/images/training/BCL_f109.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f109.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1090.png,/hdd1/hieulc/datacrack/images/training/BCL_f1090.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1090.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1091.png,/hdd1/hieulc/datacrack/images/training/BCL_f1091.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1091.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1092.png,/hdd1/hieulc/datacrack/images/training/BCL_f1092.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1092.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1093.png,/hdd1/hieulc/datacrack/images/training/BCL_f1093.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1093.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1095.png,/hdd1/hieulc/datacrack/images/training/BCL_f1095.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1095.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1096.png,/hdd1/hieulc/datacrack/images/training/BCL_f1096.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1096.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1098.png,/hdd1/hieulc/datacrack/images/training/BCL_f1098.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1098.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f11.png,/hdd1/hieulc/datacrack/images/training/BCL_f11.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f11.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f110.png,/hdd1/hieulc/datacrack/images/training/BCL_f110.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f110.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1100.png,/hdd1/hieulc/datacrack/images/training/BCL_f1100.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1100.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1102.png,/hdd1/hieulc/datacrack/images/training/BCL_f1102.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1102.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1104.png,/hdd1/hieulc/datacrack/images/training/BCL_f1104.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1104.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1105.png,/hdd1/hieulc/datacrack/images/training/BCL_f1105.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1105.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1106.png,/hdd1/hieulc/datacrack/images/training/BCL_f1106.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1106.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1107.png,/hdd1/hieulc/datacrack/images/training/BCL_f1107.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1107.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1108.png,/hdd1/hieulc/datacrack/images/training/BCL_f1108.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1108.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1109.png,/hdd1/hieulc/datacrack/images/training/BCL_f1109.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1109.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f111.png,/hdd1/hieulc/datacrack/images/training/BCL_f111.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f111.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1110.png,/hdd1/hieulc/datacrack/images/training/BCL_f1110.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1110.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1111.png,/hdd1/hieulc/datacrack/images/training/BCL_f1111.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1111.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1112.png,/hdd1/hieulc/datacrack/images/training/BCL_f1112.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1112.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
